generation,best_fitness,avg_fitness,std_fitness,median_fitness,min_fitness,best_quality,avg_quality,best_diversity,avg_diversity,best_controlability,avg_controlability,population_size,percentage_quality_pass
0,0.10064814814056183,0.09528533704255662,0.0025699996548007534,0.09554580896024184,0.08788011695377639,0.3019444444216855,0.28585601112766984,1.0,0.4722080673355142,0.0,0.0,60,0.0
1,0.10158382065508324,0.0972266898287586,0.002650343294421931,0.09751705652322017,0.09068226120294637,0.3047514619652497,0.2916800694862758,1.0,0.4631744503984498,0.0,0.0,88,0.0
2,0.10413255359804614,0.09865432414968708,0.002905503233666643,0.09927144248794777,0.09068226120294637,0.31239766079413844,0.29596297244906117,1.0,0.45460972318804965,0.0,0.0,112,0.0
3,0.10459551656091266,0.09950279635715434,0.00307364104809491,0.10016943194723443,0.09068226120294637,0.313786549682738,0.298508389071463,1.0,0.4398453582215567,0.0,0.0,127,0.0
4,0.10621345028374839,0.10039587893591932,0.0034058553773111343,0.10066033137654731,0.09068226120294637,0.31864035085124515,0.30118763680775806,1.0,0.43208426080875395,0.0,0.0,142,0.0
5,0.10785087718416081,0.10131640131135089,0.003531839098342981,0.10182261207810778,0.0913645224112607,0.32355263155248243,0.3039492039340526,1.0,0.42023553933570285,0.0,0.0,153,0.0
6,0.10785087718416081,0.10208843183019095,0.003659708417265007,0.10273879141505243,0.0913645224112607,0.32355263155248243,0.30626529549057285,1.0,0.41438286916261374,0.0,0.0,156,0.0
7,0.10785575047855499,0.10269626825777076,0.0038725372325323425,0.10343810915374638,0.0913645224112607,0.32356725143566495,0.30808880477331224,1.0,0.4103114043435844,0.0,0.0,164,0.0
8,0.10900584794875962,0.10313463006162235,0.004034091034362518,0.10433609861303306,0.0913645224112607,0.32701754384627885,0.309403890184867,1.0,0.4103001093828715,0.0,0.0,169,0.0
9,0.10947855749578488,0.10347146512568331,0.004163531551632122,0.10459551656091268,0.0913645224112607,0.3284356724873546,0.3104143953770499,1.0,0.4067287086586059,0.0,0.0,172,0.0
10,0.11017543859191137,0.10395517345404662,0.004308350727399558,0.10553606236982825,0.0913645224112607,0.3305263157757341,0.3118655203621398,1.0,0.40244921459605343,0.0,0.0,175,0.0
11,0.11064327485151122,0.1043379579166448,0.004430777946887877,0.10600633527428602,0.0913645224112607,0.3319298245545337,0.31301387374993433,1.0,0.3914160310334139,0.0,0.0,180,0.0
12,0.11064327485151122,0.10462632819752177,0.004540910090001413,0.10622807016693092,0.0913645224112607,0.3319298245545337,0.3138789845925653,1.0,0.38569257969821974,0.0,0.0,184,0.0
13,0.11064327485151122,0.1048161735696743,0.0046445260479532294,0.10668615983540325,0.0913645224112607,0.3319298245545337,0.3144485207090229,1.0,0.38687711879220876,0.0,0.0,185,0.0
14,0.11064327485151122,0.10495931484899808,0.004806900108430258,0.10669590642419162,0.08424463937007241,0.3319298245545337,0.31487794454699425,1.0,0.38431720427061944,0.0,0.0,189,0.0
15,0.11087719298014159,0.10523935174789623,0.004849715466263907,0.10692495125842777,0.08424463937007241,0.3326315789404248,0.31571805524368873,1.0,0.3817549148836895,0.0,0.0,197,0.0
16,0.11087719298014159,0.10539733894515738,0.004875258954357881,0.10693226120001906,0.08424463937007241,0.3326315789404248,0.3161920168354721,1.0,0.37963368319007657,0.0,0.0,200,0.0
17,0.11087719298014159,0.10587157067538394,0.004681726904033934,0.10736842104834719,0.09159243389821849,0.3326315789404248,0.3176147120261519,1.0,0.3741846185958534,0.0,0.0,202,0.0
18,0.3270833333267795,0.10708764412343526,0.016134888821065004,0.10739035086849139,0.09159243389821849,0.9812499999803386,0.3212629323703058,1.0,0.3651419474193675,0.302264808238248,0.0014816902364619999,204,0.0
19,0.3284722222155816,0.10932477942227288,0.026602580634298656,0.1076047758218598,0.09159243389821849,0.9854166666467448,0.32797433826681865,1.0,0.3609250564501946,0.7221254351791481,0.005852305399656082,206,0.0
20,0.3284722222155816,0.10943426294782735,0.026598181307742764,0.10796052630919953,0.09159243389821849,0.9854166666467448,0.3283027888434821,1.0,0.3584099462035866,0.7221254351791481,0.005852305399656082,206,0.0
21,0.3284722222155816,0.11137189394385029,0.03326275202432422,0.10807017543423823,0.08680311890182368,0.9854166666467448,0.3341156818315508,1.0,0.3598858912435802,0.7221254351791481,0.010380938131945242,207,0.0
22,0.3291666666599826,0.11446019079945516,0.041384450418689496,0.10831871344142151,0.08680311890182368,0.9874999999799479,0.3433805723983655,1.0,0.3583057261332371,0.7221254351791481,0.016221318438114442,207,0.0
23,0.3291666666599826,0.1153364216334639,0.04292471004652654,0.10853801169149892,0.08680311890182368,0.9874999999799479,0.3460092649003917,1.0,0.3638918055745501,0.7221254351791481,0.01622187335467938,210,0.0
24,0.3291666666599826,0.11757284444895305,0.046753797599755835,0.10900584794875962,0.08680311890182368,0.9874999999799479,0.35271853334685915,1.0,0.3623002262067222,0.7221254351791481,0.020153052181947545,212,0.0
25,0.3291666666599826,0.12007416205899965,0.05103213517922017,0.1090253411240459,0.08564814814419368,0.9874999999799479,0.360222486176999,1.0,0.3604462042406481,0.7221254351791481,0.025585501736915085,213,0.0
26,0.3291666666599826,0.12399800442391748,0.057401910228344885,0.10947368420602031,0.08564814814419368,0.9874999999799479,0.37199401327175247,1.0,0.36550015485753196,0.7884615383505917,0.03293761944174313,213,0.0
27,0.3291666666599826,0.12691392818472802,0.06141365535776557,0.10948586743971532,0.08564814814419368,0.9874999999799479,0.38074178455418417,1.0,0.365703228998337,0.8911149821426598,0.04121630589379457,214,0.0
28,0.32986111110438365,0.13102385444811868,0.06665552821629311,0.10970760233465066,0.08564814814419368,0.989583333313151,0.39307156334435606,1.0,0.3760372493423474,0.8911149821426598,0.04799409598302878,216,0.0
29,0.3307870370256896,0.13362969905104544,0.07054686473626347,0.10970760233465066,0.06342592592197145,0.9923611110770688,0.40088909715313636,1.0,0.3738686556262266,0.8911149821426598,0.055994715699064015,218,0.0
30,0.3307870370256896,0.1346801510602509,0.07166267986527639,0.10970760233465066,0.06342592592197145,0.9923611110770688,0.4040404531807528,1.0,0.3717627993252463,0.8911149821426598,0.059788709241777184,218,0.0
31,0.3307870370256896,0.1396394657586632,0.07678325347448635,0.10971734891880941,0.06342592592197145,0.9923611110770688,0.4189183972759897,1.0,0.37610454066651744,0.8911149821426598,0.06950368099184234,218,0.0
32,0.3307870370256896,0.1452934588893482,0.0818850655472199,0.109941520463281,0.06342592592197145,0.9923611110770688,0.43588037666804463,1.0,0.376735751720339,0.8911149821426598,0.08138602399574128,219,0.0
33,0.3307870370256896,0.14918406044319224,0.08478087539301084,0.109941520463281,0.06342592592197145,0.9923611110770688,0.44755218132957675,1.0,0.38435685235976325,0.8911149821426598,0.08673489051700843,219,0.0
34,0.3307870370256896,0.14925967063256557,0.08531408551528516,0.109941520463281,0.06342592592197145,0.9923611110770688,0.44777901189769664,1.0,0.3837924257531865,0.8423344943496794,0.09004521849605282,221,0.0
35,0.3307870370256896,0.1499840883226652,0.08578396753421565,0.10995126704977894,0.06342592592197145,0.9923611110770688,0.44995226496799556,1.0,0.3909347086456225,0.8423344943496794,0.09237761303718606,223,0.0
36,0.3307870370256896,0.1523709627390855,0.08797341748703548,0.10995126704977894,0.06342592592197145,0.9923611110770688,0.45711288821725665,1.0,0.39006894718029017,0.8423344943496794,0.09627394866643114,224,0.0
37,0.33171296295162517,0.1530189158883344,0.08848480039256594,0.10994639375652997,0.06342592592197145,0.9951388888548754,0.45905674766500326,1.0,0.3979902594030397,0.8423344943496794,0.09654491304588209,226,0.0
38,0.33171296295162517,0.15475265552782194,0.08980790307655857,0.10995126704977894,0.06342592592197145,0.9951388888548754,0.4642579665834658,1.0,0.4022492044589323,0.8423344943496794,0.09676560942770145,227,0.0
39,0.33240740740297064,0.16034101402094528,0.09329097556477711,0.11017543859191137,0.06342592592197145,0.997222222208912,0.4810230420628358,1.0,0.40687749950705454,0.8423344943496794,0.10831531736584081,227,0.0
40,0.33240740740297064,0.1633024564277473,0.09513854627383221,0.11018031188167593,0.0828302506622236,0.997222222208912,0.48990736928324186,1.0,0.4130589683738434,0.8423344943496794,0.1146143370256842,229,0.0
41,0.33240740740297064,0.16534962879845064,0.09623550960947595,0.11040935672054171,0.0828302506622236,0.997222222208912,0.49604888639535205,1.0,0.41760359202521896,0.8423344943496794,0.11549785280157292,229,0.0
42,0.33240740740297064,0.17001923152416587,0.09846285728149554,0.11040935672054171,0.0828302506622236,0.997222222208912,0.5100576945724976,1.0,0.42241407681000176,0.8310104525573941,0.12090737992335478,230,0.0
43,0.33240740740297064,0.17456918640133004,0.10057689270938845,0.1104093567228809,0.0828302506622236,0.997222222208912,0.5237075592039903,1.0,0.4235373031694933,0.9423076921375739,0.13372457963587278,231,0.0
44,0.33263888888198784,0.17458922808803684,0.10060789050436755,0.1104093567228809,0.0828302506622236,0.9979166666459635,0.5237676842641106,1.0,0.42507121278940724,0.9423076921375739,0.1338469891679394,231,0.0
45,0.33263888888198784,0.1771490320854155,0.10184839606801997,0.1104093567228809,0.0828302506622236,0.9979166666459635,0.5314470962562465,1.0,0.42967312638422944,0.9423076921375739,0.13988160495678523,231,0.0
46,0.33263888888198784,0.17973301278176412,0.10285214819363325,0.11064327484917207,0.0828302506622236,0.9979166666459635,0.5391990383452925,1.0,0.4295764772368316,0.9423076921375739,0.14353124789478994,232,0.0
47,0.33263888888198784,0.18253598113387248,0.10364716012029283,0.11064327485034164,0.0828302506622236,0.9979166666459635,0.5476079434016176,1.0,0.4281719370829337,0.9423076921375739,0.14697051258175559,232,0.0
48,0.33263888888198784,0.18540769632669182,0.10490052955633494,0.11064327485151122,0.0828302506622236,0.9979166666459635,0.5562230889800756,1.0,0.4358537180061176,0.9423076921375739,0.1570999445957282,235,0.0
49,0.33263888888198784,0.18662066235062558,0.10528154602659959,0.11064327485151122,0.0828302506622236,0.9979166666459635,0.5598619870518767,1.0,0.43517856429837626,0.9423076921375739,0.1624047069663145,237,0.0
50,0.33263888888198784,0.1873462748427723,0.10537384021920214,0.11064327485151122,0.0835623781617581,0.9979166666459635,0.5620388245283171,1.0,0.4310786802644873,0.9423076921375739,0.1673331151443434,238,0.0
51,0.33263888888198784,0.18836895776994977,0.10539506370168589,0.11064327485151122,0.0835623781617581,0.9979166666459635,0.5651068733098494,1.0,0.432735851089828,0.9807692305843195,0.17116054668798053,240,0.0
52,0.33263888888198784,0.18879659386515907,0.10541412376194324,0.1107602339158264,0.0835623781617581,0.9979166666459635,0.5663897815954773,1.0,0.4287786690154788,0.9807692305843195,0.1714434400714745,242,0.0
53,0.33263888888198784,0.18850165339509084,0.10532149683744088,0.11064327485151122,0.0835623781617581,0.9979166666459635,0.5655049601852725,1.0,0.42763829337131914,0.9807692305843195,0.1690280134599942,243,0.0
54,0.41666666645833333,0.19071948363514224,0.10640729655151389,0.11087719298014159,0.0835623781617581,1.0,0.5711296443236367,1.0,0.4296041579152923,0.9807692305843195,0.17017801020471782,243,0.411522633744856
55,0.41666666645833333,0.19134752738381822,0.10672180194234962,0.11087719298014159,0.08070923429992936,1.0,0.5730179919900819,1.0,0.4258330778835023,0.9807692305843195,0.16828804184886087,244,0.4098360655737705
56,0.41666666645833333,0.19418848707054226,0.10734006676842253,0.11087719298014159,0.08070923429992936,1.0,0.5815533154651694,1.0,0.42084608612003216,0.9807692305843195,0.18101118533395724,247,0.4048582995951417
57,0.41666666645833333,0.19654099912498704,0.10754384015773308,0.11087719298014159,0.08070923429992936,1.0,0.5886149328613522,1.0,0.4184800739633048,0.9807692305843195,0.18594859105170916,248,0.4032258064516129
58,0.41666666645833333,0.19877397169691852,0.10795880219892513,0.11087719298014159,0.08070923429992936,1.0,0.5953178990290084,1.0,0.4165065122959626,0.9807692305843195,0.18472038775926344,249,0.40160642570281124
59,0.41666666645833333,0.19867271113391213,0.10824606032983623,0.11087719298014159,0.08070923429992936,1.0,0.5950221174679715,1.0,0.40968773796111213,0.9807692305843195,0.18413120492422802,251,0.398406374501992
60,0.41666666645833333,0.2009364786695515,0.10838077695479294,0.11087719298014159,0.08070923429992936,1.0,0.6018173725190713,1.0,0.415720740520521,0.9807692305843195,0.1876578100656871,252,0.3968253968253968
61,0.41666666645833333,0.20179288904987971,0.10869389645829002,0.11087719298014159,0.08070923429992936,1.0,0.6043944151835958,1.0,0.41762992045936176,1.0,0.18997909610423086,254,0.3937007874015748
62,0.41666666645833333,0.20243433731792895,0.10855843262989709,0.11087719298014159,0.08070923429992936,1.0,0.6063226197993751,1.0,0.41712283683128104,1.0,0.19137880284339762,255,0.39215686274509803
63,0.4583333330208334,0.20436081099317915,0.10971645966108115,0.11087719298014159,0.08070923429992936,1.0,0.610641026735641,1.0,0.4165268141817677,1.0,0.19478548072145158,256,0.78125
64,0.4583333330208334,0.20412966441495436,0.10968876875227508,0.11087719298014159,0.08070923429992936,1.0,0.609957086636157,1.0,0.4169933616170296,1.0,0.19496290926241433,257,0.7782101167315175
65,0.4583333330208334,0.20456303762057632,0.10984973193707241,0.11087719298014159,0.08070923429992936,1.0,0.6112852667138925,1.0,0.42021543888290497,1.0,0.19678061141953376,260,0.7692307692307693
66,0.4583333330208334,0.20709156513590488,0.11016278612498034,0.11087719298014159,0.08070923429992936,1.0,0.618870849259878,1.0,0.42047205724843806,1.0,0.2029476268586867,260,0.7692307692307693
67,0.4583333330208334,0.20844886309523708,0.11026196427768814,0.11087719298014159,0.08070923429992936,1.0,0.6229519532763721,1.0,0.41667495983751063,1.0,0.20525413041099985,261,0.7662835249042146
68,0.4583333330208334,0.2084614521133958,0.11026123995262871,0.11087719298014159,0.08070923429992936,1.0,0.6229897203308483,1.0,0.41983727260717485,1.0,0.2032649972200467,261,0.7662835249042146
69,0.4583333330208334,0.20914084802608135,0.11017537332403148,0.11087719298014159,0.08070923429992936,1.0,0.6250370479010017,1.0,0.42164399958810733,1.0,0.2067623541031988,262,0.7633587786259542
70,0.4583333330208334,0.20923453643441128,0.11020363634578353,0.11087719298014159,0.08070923429992936,1.0,0.6253361850667283,1.0,0.4240426618680884,1.0,0.205849536549118,264,0.7575757575757576
71,0.4583333330208334,0.2087629316148686,0.11026208961079752,0.11087719298014159,0.08070923429992936,1.0,0.6239303042844643,1.0,0.4237089077432427,1.0,0.20507274584515905,265,0.7547169811320755
72,0.4583333330208334,0.21127003857101867,0.11073780074927107,0.11087719298014159,0.08070923429992936,1.0,0.6310011269560336,1.0,0.42380396396228837,1.0,0.21140570390971639,267,0.7490636704119851
73,0.5,0.21206179166960867,0.11184471172795765,0.11087719298014159,0.08240740740412808,1.0,0.6315211959113447,1.0,0.42367677470072573,1.0,0.2110336650015488,268,1.1194029850746268
74,0.5,0.21323045209176714,0.11203046190818765,0.11087719298014159,0.08240740740412808,1.0,0.6350445161335726,1.0,0.4247371154529692,1.0,0.21153796325258498,269,1.1152416356877324
75,0.5,0.2129988595077803,0.11245427181043914,0.11087719298014159,0.08240740740412808,1.0,0.6339414314679641,1.0,0.4272960053982396,1.0,0.2104385256880498,272,1.1029411764705883
76,0.5,0.21300396571693028,0.11245951486924187,0.11087719298014159,0.08240740740412808,1.0,0.6339567500954141,1.0,0.42649046606089,1.0,0.21022075565338325,272,1.1029411764705883
77,0.5,0.2136300259645491,0.1126536271338557,0.11087719298014159,0.08240740740412808,1.0,0.6358349308382705,1.0,0.4216008275680473,1.0,0.208753394557974,272,1.1029411764705883
78,0.5,0.2138680831761853,0.11249109947306422,0.11087719298014159,0.08240740740412808,1.0,0.636586001356795,1.0,0.43134382931256515,1.0,0.20909750512750433,274,1.094890510948905
