generation,best_fitness,avg_fitness,std_fitness,median_fitness,min_fitness,best_quality,avg_quality,best_diversity,avg_diversity,best_controlability,avg_controlability,population_size,percentage_quality_pass
0,0.31191532834726615,0.1993853829781401,0.10217938765404397,0.24432084457436287,0.008333333333333333,0.9357459850417984,0.5981561489344203,1.0,0.6843523031132402,0.7792631806749449,0.3492039949938173,36,0.0
1,0.31318965485706524,0.21030165498569162,0.09703396779004111,0.25122672056271456,0.009444444444444445,0.9395689645711958,0.6309049649570749,1.0,0.770101502384985,0.860317460307886,0.3973697023729525,48,0.0
2,0.3201150508088708,0.21273279850954108,0.10073495189837708,0.2556320695005306,0.009444444444444445,0.9603451524266124,0.6381983955286233,1.0,0.7815926453843375,0.860317460307886,0.43112250235881006,54,0.0
3,0.3201150508088708,0.21864734512898834,0.09605886944173031,0.2569029315928893,0.012777777777777777,0.9603451524266124,0.6559420353869649,1.0,0.8196514207106004,0.860317460307886,0.4413452978422281,57,0.0
4,0.3215799565207311,0.2265066505464062,0.0933703411978189,0.26076821389315763,0.012777777777777777,0.9647398695621934,0.6795199516392185,1.0,0.8281534716673673,0.860317460307886,0.46634608740824496,60,0.0
5,0.3222440075146851,0.22184349511093984,0.1007235598245078,0.2659338984635492,0.005555555555555556,0.9667320225440554,0.6655304853328196,1.0,0.8212270975730739,0.9574058823028174,0.4790521692339537,67,0.0
6,0.3222440075146851,0.21533713603491442,0.10610715497707013,0.2659338984635492,0.005555555555555556,0.9667320225440554,0.6460114081047432,1.0,0.8165398447492507,0.9574058823028174,0.4614305433853649,71,0.0
7,0.3222440075146851,0.22296996613316625,0.09976755014476736,0.2659754581957085,0.005555555555555556,0.9667320225440554,0.6689098983994989,1.0,0.8048273394023824,0.9574058823028174,0.46992854807807516,74,0.0
8,0.3222440075146851,0.22231507372283532,0.10089330695902426,0.2659754581957085,0.005555555555555556,0.9667320225440554,0.666945221168506,1.0,0.8045545352370839,0.9574058823028174,0.47347631297549,76,0.0
9,0.32324258064106376,0.22591311143268808,0.09769338613108547,0.2660170179278678,0.005555555555555556,0.9697277419231912,0.6777393342980642,1.0,0.805168375915768,0.9158377504018885,0.4731675848526693,79,0.0
10,0.32397858789958756,0.22566064705138295,0.09727762548166542,0.2659754581957085,0.005555555555555556,0.9719357636987627,0.6769819411541489,1.0,0.8107720556524269,0.9136047396947156,0.47151945314114824,80,0.0
11,0.32606395335355093,0.23086523878911674,0.093414084767891,0.2659754581957085,0.005555555555555556,0.9781918600606527,0.6925957163673504,1.0,0.7961217437004904,0.9166666666472223,0.4753225229096743,80,0.0
12,0.32627940987166193,0.22877738399408745,0.09650582419658367,0.2659338984635492,0.005555555555555556,0.9788382296149858,0.6863321519822624,1.0,0.8027666877421306,0.9166666666472223,0.46785343091812603,81,0.0
13,0.32627940987166193,0.2292026642321624,0.0959071157386708,0.2659338984635492,0.005555555555555556,0.9788382296149858,0.6876079926964873,1.0,0.7933465637862334,0.9136047396947156,0.4649074055509708,83,0.0
14,0.32641618572090936,0.22993189028540842,0.09619795178017682,0.2659338984635492,0.007222222222222223,0.9792485571627281,0.6897956708562254,1.0,0.7893187254647317,0.9275618011586998,0.4757974246792151,83,0.0
15,0.3274350671270927,0.23010245999945592,0.09626863285263126,0.2659338984635492,0.007222222222222223,0.9823052013812781,0.6903073799983679,1.0,0.7695142743576758,0.9275618011586998,0.4745955478506796,83,0.0
16,0.3274635948956255,0.2343318939676306,0.09093888665152453,0.2659338984635492,0.007222222222222223,0.9823907846868765,0.7029956819028917,1.0,0.7768883476619888,0.9392958353776052,0.4742384278737805,83,0.0
17,0.3276427127746995,0.23748624659104905,0.0883628528283906,0.2660170179278678,0.007222222222222223,0.9829281383240984,0.7124587397731472,1.0,0.7811043412348877,0.9392958353776052,0.49111112991867845,83,0.0
18,0.3276427127746995,0.23629522963856275,0.09023552115669306,0.2659754581957085,0.007222222222222223,0.9829281383240984,0.7088856889156883,1.0,0.7907289680207861,0.9392958353776052,0.49981395418764246,84,0.0
19,0.3278279249436372,0.23704133194515803,0.0905425400799388,0.26732825822703943,0.007222222222222223,0.9834837748309117,0.7111239958354743,1.0,0.7996927227193312,0.9392958353776052,0.5098364110153358,84,0.0
20,0.3278279249436372,0.23914565706701787,0.09000629124842285,0.26911027125863063,0.007222222222222223,0.9834837748309117,0.7174369712010535,1.0,0.8078430172353736,0.9392958353776052,0.5149964177732864,86,0.0
21,0.3278279249436372,0.23949561973311953,0.09026426527082462,0.26911027125863063,0.007222222222222223,0.9834837748309117,0.7184868591993585,1.0,0.8153164806742935,0.9392958353776052,0.5207011394181372,86,0.0
22,0.3278279249436372,0.24047794832829802,0.09038485536581482,0.26977390983728855,0.007222222222222223,0.9834837748309117,0.7214338449848939,1.0,0.8203548357384289,0.9392958353776052,0.532802432608199,86,0.0
23,0.3278279249436372,0.24113802226363332,0.09007886977581232,0.2699667756835268,0.007222222222222223,0.9834837748309117,0.7234140667909,1.0,0.8192203659892648,0.9392958353776052,0.5342222306932131,87,0.0
24,0.3278279249436372,0.2389866491016476,0.09241563953458971,0.27234952652194905,0.007222222222222223,0.9834837748309117,0.7169599473049428,1.0,0.814371767466122,0.9392958353776052,0.5307175933025472,88,0.0
25,0.33040662746126764,0.2424522128697301,0.0897860346930748,0.27544139565425374,0.007222222222222223,0.991219882383803,0.7273566386091903,1.0,0.8052285025752818,0.9392958353776052,0.5382603952271428,89,0.0
26,0.33040662746126764,0.24291336803143354,0.08993119372441985,0.27544139565425374,0.008333333333333333,0.991219882383803,0.7287401040943006,1.0,0.8098957017403865,0.9392958353776052,0.5406468320742303,89,0.0
27,0.33040662746126764,0.24301687736007596,0.09002202360126611,0.27544139565425374,0.008333333333333333,0.991219882383803,0.7290506320802282,1.0,0.8099005066341305,0.9392958353776052,0.5379123723601265,89,0.0
28,0.33041356140132216,0.24315827385356087,0.0901265940469909,0.27590500145329966,0.008333333333333333,0.9912406842039665,0.7294748215606827,1.0,0.8003056509753306,0.9392958353776052,0.5386271559254512,89,0.0
29,0.33041356140132216,0.24344830503363393,0.09019232508036427,0.27590500145329966,0.008333333333333333,0.9912406842039665,0.7303449151009019,1.0,0.7981487304877622,0.9392958353776052,0.5380113415595954,89,0.0
30,0.33041356140132216,0.24561530271624474,0.08664769855532642,0.27644502474798827,0.009444444444444445,0.9912406842039665,0.7368459081487343,1.0,0.7887985420374962,0.9568452071349082,0.5388872186729077,90,0.0
31,0.33041356140132216,0.24592330850214314,0.08768249076569438,0.2769850480426768,0.005555555555555556,0.9912406842039665,0.7377699255064292,1.0,0.7835586013000995,0.9568452071349082,0.5407785746777173,91,0.0
32,0.3307930846679645,0.2440982289514529,0.08969912232107155,0.2772869681633573,0.005555555555555556,0.9923792540038934,0.7322946868543587,1.0,0.7926752282276539,0.9992820512513925,0.5420250979476036,92,0.0
33,0.3307930846679645,0.24534344538119723,0.08955427683912524,0.27758888828403777,0.005555555555555556,0.9923792540038934,0.7360303361435918,1.0,0.7765540980126215,0.9992820512513925,0.5528441681405807,93,0.0
34,0.3307930846679645,0.24557040479034697,0.0896480235839603,0.27758888828403777,0.005555555555555556,0.9923792540038934,0.7367112143710408,1.0,0.780140381155588,0.9992820512513925,0.5600036686442255,93,0.0
35,0.330869676760139,0.24575875640338318,0.08969340555099566,0.27758888828403777,0.005555555555555556,0.992609030280417,0.7372762692101495,1.0,0.7814936545949467,0.9992820512513925,0.5677819966868666,93,0.0
36,0.33146202360390614,0.24597025077397863,0.08982742795907268,0.27758888828403777,0.005555555555555556,0.9943860708117184,0.7379107523219359,1.0,0.7879163365375004,0.9992820512513925,0.5647923825021512,93,0.0
37,0.33146202360390614,0.2462682094465206,0.0893826261879385,0.27758888828403777,0.005555555555555556,0.9943860708117184,0.7388046283395616,1.0,0.7861652260946439,0.9992820512513925,0.5606964480349801,93,0.0
38,0.33146202360390614,0.24633791497491658,0.08943691994792456,0.27758888828403777,0.005555555555555556,0.9943860708117184,0.7390137449247497,1.0,0.7977110671534124,0.9992820512513925,0.5573844736678131,93,0.0
39,0.33146202360390614,0.24810981436633456,0.08637547867056354,0.27758888828403777,0.005555555555555556,0.9943860708117184,0.7443294430990035,1.0,0.793472002961668,0.9992820512513925,0.558259226239418,93,0.0
40,0.33146202360390614,0.24908467373886567,0.08638626049563744,0.2779888882805133,0.005555555555555556,0.9943860708117184,0.7472540212165969,1.0,0.7901090413251338,0.9992820512513925,0.5626111137540353,94,0.0
41,0.33146202360390614,0.24930471547464028,0.08639473390207973,0.2779888882805133,0.005555555555555556,0.9943860708117184,0.7479141464239205,1.0,0.7819514376227679,0.9992820512513925,0.5612114835125772,94,0.0
42,0.33146202360390614,0.2470602848167238,0.08868363889055687,0.27758888828403777,0.005555555555555556,0.9943860708117184,0.7411808544501711,1.0,0.7839772236452469,0.9992820512513925,0.5613924309345002,95,0.0
43,0.33146202360390614,0.2473704575620143,0.08853622617664099,0.27758888828403777,0.007777777777777778,0.9943860708117184,0.7421113726860429,1.0,0.7797611017214839,0.9992820512513925,0.5668038195063277,95,0.0
